"Destination","FlightNumber","Code","Delay","lat","lng","country","Date","Time","Airline","Armenian","DayOfWeek","Status"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-11-12,"05:05:00","Lufthansa",0,"Sunday","Ontime"
"Frankfurt","LH 1561","FRA","Departed","50.1106","8.6822","Germany",2023-11-06,"05:05:00","Lufthansa",0,"Monday","Ontime"
"Frankfurt","LH 1561","FRA","Departed","50.1106","8.6822","Germany",2023-12-04,"05:05:00","Lufthansa",0,"Monday","Ontime"
"Frankfurt","DE 846","FRA","Ontime","50.1106","8.6822","Germany",2023-10-17,"02:55:00","Condor",0,"Tuesday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-11-24,"05:05:00","Lufthansa",0,"Friday","Ontime"
"Frankfurt","LH 1560","FRA","Departed","50.1106","8.6822","Germany",2023-10-26,"03:25:00","Lufthansa",0,"Thursday","Ontime"
"Frankfurt","DE 847","FRA","Ontime","50.1106","8.6822","Germany",2023-10-20,"02:55:00","Condor",0,"Friday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-11-14,"05:15:00","Lufthansa",0,"Tuesday","Ontime"
"Frankfurt","LH 1560","FRA","Departed","50.1106","8.6822","Germany",2023-11-05,"03:45:00","Lufthansa",0,"Sunday","Ontime"
"Frankfurt","LH 1561","FRA","Departed","50.1106","8.6822","Germany",2023-11-20,"05:05:00","Lufthansa",0,"Monday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-11-01,"03:55:00","Lufthansa",0,"Wednesday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-10-26,"04:35:00","Lufthansa",0,"Thursday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-10-22,"03:40:00","Lufthansa",0,"Sunday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-10-21,"04:30:00","Lufthansa",0,"Saturday","Ontime"
"Frankfurt","DE 847","FRA","Departed","50.1106","8.6822","Germany",2023-10-22,"03:10:00","Condor",0,"Sunday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-11-27,"03:55:00","Lufthansa",0,"Monday","Ontime"
"Frankfurt","LH 1560","FRA","Departed","50.1106","8.6822","Germany",2023-11-12,"03:45:00","Lufthansa",0,"Sunday","Ontime"
"Frankfurt","LH 1560","FRA","Departed","50.1106","8.6822","Germany",2023-10-20,"03:25:00","Lufthansa",0,"Friday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-10-18,"03:40:00","Lufthansa",0,"Wednesday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-10-20,"04:30:00","Lufthansa",0,"Friday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-12-01,"05:05:00","Lufthansa",0,"Friday","Ontime"
"Frankfurt","DE 846","FRA","Departed","50.1106","8.6822","Germany",2023-10-24,"02:55:00","Condor",0,"Tuesday","Ontime"
"Frankfurt","DE 847","FRA","Ontime","50.1106","8.6822","Germany",2023-10-17,"03:45:00","Condor",0,"Tuesday","Ontime"
"Frankfurt","LH 1560","FRA","Departed","50.1106","8.6822","Germany",2023-11-22,"03:55:00","Lufthansa",0,"Wednesday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-11-21,"05:15:00","Lufthansa",0,"Tuesday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-11-13,"05:05:00","Lufthansa",0,"Monday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-11-04,"03:55:00","Lufthansa",0,"Saturday","Ontime"
"Frankfurt","LH 1561","FRA","Departed","50.1106","8.6822","Germany",2023-11-23,"05:05:00","Lufthansa",0,"Thursday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-11-05,"05:05:00","Lufthansa",0,"Sunday","Ontime"
"Frankfurt","DE 847","FRA","Departed","50.1106","8.6822","Germany",2023-11-13,"05:55:00","Condor",0,"Monday","Ontime"
"Frankfurt","LH 1561","FRA","Departed","50.1106","8.6822","Germany",2023-10-28,"04:30:00","Lufthansa",0,"Saturday","Ontime"
"Frankfurt","DE 846","FRA","Ontime","50.1106","8.6822","Germany",2023-10-27,"01:55:00","Condor",0,"Friday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-11-16,"03:55:00","Lufthansa",0,"Thursday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-11-18,"03:55:00","Lufthansa",0,"Saturday","Ontime"
"Frankfurt","LH 1561","FRA","Departed","50.1106","8.6822","Germany",2023-10-23,"04:35:00","Lufthansa",0,"Monday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-12-04,"03:55:00","Lufthansa",0,"Monday","Ontime"
"Frankfurt","LH 1561","FRA","Departed","50.1106","8.6822","Germany",2023-11-16,"05:05:00","Lufthansa",0,"Thursday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-11-02,"05:05:00","Lufthansa",0,"Thursday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-12-05,"05:15:00","Lufthansa",0,"Tuesday","Ontime"
"Frankfurt","LH 1560","FRA","Delay","50.1106","8.6822","Germany",2023-11-20,"03:55:00","Lufthansa",0,"Monday","Delay"
"Frankfurt","DE 847","FRA","Ontime","50.1106","8.6822","Germany",2023-10-30,"05:55:00","Condor",0,"Monday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-11-19,"05:05:00","Lufthansa",0,"Sunday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-11-28,"05:15:00","Lufthansa",0,"Tuesday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-11-26,"05:05:00","Lufthansa",0,"Sunday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-11-02,"03:55:00","Lufthansa",0,"Thursday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-11-29,"03:55:00","Lufthansa",0,"Wednesday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-11-11,"03:55:00","Lufthansa",0,"Saturday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-11-10,"05:05:00","Lufthansa",0,"Friday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-11-13,"03:55:00","Lufthansa",0,"Monday","Ontime"
"Frankfurt","LH 1560","FRA","Departed","50.1106","8.6822","Germany",2023-11-15,"03:55:00","Lufthansa",0,"Wednesday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-10-29,"03:55:00","Lufthansa",0,"Sunday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-10-19,"03:25:00","Lufthansa",0,"Thursday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-11-08,"03:55:00","Lufthansa",0,"Wednesday","Ontime"
"Frankfurt","DE 846","FRA","Ontime","50.1106","8.6822","Germany",2023-11-03,"02:25:00","Condor",0,"Friday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-12-02,"03:55:00","Lufthansa",0,"Saturday","Ontime"
"Frankfurt","DE 846","FRA","Ontime","50.1106","8.6822","Germany",2023-10-20,"01:55:00","Condor",0,"Friday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-11-09,"05:05:00","Lufthansa",0,"Thursday","Ontime"
"Frankfurt","DE 847","FRA","Departed","50.1106","8.6822","Germany",2023-10-24,"03:45:00","Condor",0,"Tuesday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-11-09,"03:55:00","Lufthansa",0,"Thursday","Ontime"
"Frankfurt","DE 846","FRA","Ontime","50.1106","8.6822","Germany",2023-11-10,"02:25:00","Condor",0,"Friday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-11-06,"03:55:00","Lufthansa",0,"Monday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-10-27,"04:30:00","Lufthansa",0,"Friday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-11-19,"03:45:00","Lufthansa",0,"Sunday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-10-29,"05:05:00","Lufthansa",0,"Sunday","Ontime"
"Frankfurt","DE 847","FRA","Departed","50.1106","8.6822","Germany",2023-11-10,"03:35:00","Condor",0,"Friday","Ontime"
"Frankfurt","LH 1560","FRA","Ontime","50.1106","8.6822","Germany",2023-11-25,"03:55:00","Lufthansa",0,"Saturday","Ontime"
"Frankfurt","DE 847","FRA","Ontime","50.1106","8.6822","Germany",2023-11-03,"03:35:00","Condor",0,"Friday","Ontime"
"Frankfurt","LH 1561","FRA","Departed","50.1106","8.6822","Germany",2023-11-30,"05:05:00","Lufthansa",0,"Thursday","Ontime"
"Frankfurt","LH 1561","FRA","Departed","50.1106","8.6822","Germany",2023-12-03,"05:05:00","Lufthansa",0,"Sunday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-11-07,"05:15:00","Lufthansa",0,"Tuesday","Ontime"
"Frankfurt","LH 1561","FRA","Ontime","50.1106","8.6822","Germany",2023-11-27,"05:05:00","Lufthansa",0,"Monday","Ontime"
"Hurgada","3F 7643","HRG","Ontime","NA","NA","NA",2023-10-19,"07:20:00","Fly One",1,"Thursday","Ontime"
"Istanbul","3F 476","IST","Delay","41.0136","28.955","Turkey",2023-11-05,"01:30:00","Fly One",1,"Sunday","Delay"
"Istanbul","3F 475","IST","Ontime","41.0136","28.955","Turkey",2023-11-05,"19:00:00","Fly One",1,"Sunday","Ontime"
"Istanbul","PC 551","SAW","Ontime","41.0136","28.955","Turkey",2023-11-26,"05:05:00","Pegasus Airlines",0,"Sunday","Ontime"
"Istanbul","3F 476","IST","Departed","41.0136","28.955","Turkey",2023-10-22,"14:30:00","Fly One",1,"Sunday","Ontime"
"Istanbul","3F 475","IST","Ontime","41.0136","28.955","Turkey",2023-11-09,"19:00:00","Fly One",1,"Thursday","Ontime"
"Istanbul","PC 551","SAW","Ontime","41.0136","28.955","Turkey",2023-10-20,"06:35:00","Pegasus Airlines",0,"Friday","Ontime"
"Istanbul","3F 475","IST","Ontime","41.0136","28.955","Turkey",2023-11-02,"19:00:00","Fly One",1,"Thursday","Ontime"
"Istanbul","PC 551","SAW","Ontime","41.0136","28.955","Turkey",2023-10-24,"06:35:00","Pegasus Airlines",0,"Tuesday","Ontime"
"Istanbul","PC 550","SAW","Departed","41.0136","28.955","Turkey",2023-10-21,"02:35:00","Pegasus Airlines",0,"Saturday","Ontime"
"Istanbul","JI 400","IST","Ontime","41.0136","28.955","Turkey",2023-10-24,"19:05:00","Armenian Airlines",1,"Tuesday","Ontime"
"Istanbul","3F 475","IST","Departed","41.0136","28.955","Turkey",2023-11-26,"19:00:00","Fly One",1,"Sunday","Ontime"
"Istanbul","3F 475","IST","Ontime","41.0136","28.955","Turkey",2023-10-18,"06:00:00","Fly One",1,"Wednesday","Ontime"
"Istanbul","PC 551","SAW","Ontime","41.0136","28.955","Turkey",2023-11-21,"05:25:00","Pegasus Airlines",0,"Tuesday","Ontime"
"Istanbul","3F 476","IST","Departed","41.0136","28.955","Turkey",2023-10-18,"11:30:00","Fly One",1,"Wednesday","Ontime"
"Istanbul","PC 551","SAW","Ontime","41.0136","28.955","Turkey",2023-12-05,"05:25:00","Pegasus Airlines",0,"Tuesday","Ontime"
"Istanbul","3F 476","IST","Ontime","41.0136","28.955","Turkey",2023-11-16,"01:30:00","Fly One",1,"Thursday","Ontime"
"Istanbul","PC 550","SAW","Ontime","41.0136","28.955","Turkey",2023-10-23,"02:35:00","Pegasus Airlines",0,"Monday","Ontime"
"Istanbul","JI 401","IST","Ontime","41.0136","28.955","Turkey",2023-10-24,"00:45:00","Armenian Airlines",1,"Tuesday","Ontime"
"Istanbul","PC 551","SAW","Ontime","41.0136","28.955","Turkey",2023-11-03,"04:15:00","Pegasus Airlines",0,"Friday","Ontime"
"Istanbul","PC 553","SAW","Ontime","41.0136","28.955","Turkey",2023-10-26,"06:35:00","Pegasus Airlines",0,"Thursday","Ontime"
"Istanbul","PC 550","SAW","Ontime","41.0136","28.955","Turkey",2023-11-04,"02:35:00","Pegasus Airlines",0,"Saturday","Ontime"
"Istanbul","PC 551","SAW","Ontime","41.0136","28.955","Turkey",2023-11-14,"05:25:00","Pegasus Airlines",0,"Tuesday","Ontime"
"Istanbul","3F 476","IST","Ontime","41.0136","28.955","Turkey",2023-11-23,"01:30:00","Fly One",1,"Thursday","Ontime"
"Istanbul","3F 475","IST","Ontime","41.0136","28.955","Turkey",2023-10-22,"08:25:00","Fly One",1,"Sunday","Ontime"
"Istanbul","JI 401","IST","Ontime","41.0136","28.955","Turkey",2023-10-17,"00:45:00","Armenian Airlines",1,"Tuesday","Ontime"
"Istanbul","PC 551","SAW","Ontime","41.0136","28.955","Turkey",2023-11-05,"05:05:00","Pegasus Airlines",0,"Sunday","Ontime"
"Istanbul","JI 400","IST","Departed","41.0136","28.955","Turkey",2023-10-20,"17:15:00","Armenian Airlines",1,"Friday","Ontime"
"Istanbul","3F 476","IST","Departed","41.0136","28.955","Turkey",2023-10-16,"14:30:00","Fly One",1,"Monday","Ontime"
"Istanbul","3F 476","IST","Departed","41.0136","28.955","Turkey",2023-11-02,"01:30:00","Fly One",1,"Thursday","Ontime"
"Istanbul","PC 550","SAW","Departed","41.0136","28.955","Turkey",2023-11-18,"02:35:00","Pegasus Airlines",0,"Saturday","Ontime"
"Istanbul","PC 550","SAW","Ontime","41.0136","28.955","Turkey",2023-10-26,"02:35:00","Pegasus Airlines",0,"Thursday","Ontime"
"Istanbul","PC 551","SAW","Departed","41.0136","28.955","Turkey",2023-10-22,"06:35:00","Pegasus Airlines",0,"Sunday","Ontime"
"Istanbul","PC 553","SAW","Ontime","41.0136","28.955","Turkey",2023-10-25,"07:15:00","Pegasus Airlines",0,"Wednesday","Ontime"
"Istanbul","3F 475","IST","Ontime","41.0136","28.955","Turkey",2023-11-30,"19:00:00","Fly One",1,"Thursday","Ontime"
"Istanbul","PC 553","SAW","Ontime","41.0136","28.955","Turkey",2023-10-19,"06:35:00","Pegasus Airlines",0,"Thursday","Ontime"
"Istanbul","PC 550","SAW","Departed","41.0136","28.955","Turkey",2023-10-28,"02:35:00","Pegasus Airlines",0,"Saturday","Ontime"
"Istanbul","JI 401","IST","Departed","41.0136","28.955","Turkey",2023-10-27,"01:00:00","Armenian Airlines",1,"Friday","Ontime"
"Istanbul","PC 550","SAW","Ontime","41.0136","28.955","Turkey",2023-11-06,"02:35:00","Pegasus Airlines",0,"Monday","Ontime"
"Istanbul","JI 401","IST","Ontime","41.0136","28.955","Turkey",2023-10-20,"23:05:00","Armenian Airlines",1,"Friday","Ontime"
"Istanbul","PC 550","SAW","Departed","41.0136","28.955","Turkey",2023-11-16,"02:35:00","Pegasus Airlines",0,"Thursday","Ontime"
"Istanbul","PC 551","SAW","Ontime","41.0136","28.955","Turkey",2023-11-10,"04:15:00","Pegasus Airlines",0,"Friday","Ontime"
"Istanbul","PC 553","SAW","Ontime","41.0136","28.955","Turkey",2023-10-18,"07:15:00","Pegasus Airlines",0,"Wednesday","Ontime"
"Istanbul","PC 551","SAW","Ontime","41.0136","28.955","Turkey",2023-11-17,"04:15:00","Pegasus Airlines",0,"Friday","Ontime"
"Istanbul","3F 475","IST","Departed","41.0136","28.955","Turkey",2023-11-12,"19:00:00","Fly One",1,"Sunday","Ontime"
"Istanbul","PC 550","SAW","Ontime","41.0136","28.955","Turkey",2023-11-23,"02:35:00","Pegasus Airlines",0,"Thursday","Ontime"
"Istanbul","3F 475","IST","Ontime","41.0136","28.955","Turkey",2023-12-03,"19:00:00","Fly One",1,"Sunday","Ontime"
"Istanbul","PC 550","SAW","Ontime","41.0136","28.955","Turkey",2023-11-13,"02:35:00","Pegasus Airlines",0,"Monday","Ontime"
"Istanbul","PC 550","SAW","Ontime","41.0136","28.955","Turkey",2023-10-30,"02:35:00","Pegasus Airlines",0,"Monday","Ontime"
"Istanbul","PC 552","SAW","Departed","41.0136","28.955","Turkey",2023-10-25,"04:05:00","Pegasus Airlines",0,"Wednesday","Ontime"
"Istanbul","3F 476","IST","Departed","41.0136","28.955","Turkey",2023-11-09,"01:30:00","Fly One",1,"Thursday","Ontime"
"Istanbul","PC 550","SAW","Ontime","41.0136","28.955","Turkey",2023-10-19,"02:35:00","Pegasus Airlines",0,"Thursday","Ontime"
"Istanbul","PC 551","SAW","Ontime","41.0136","28.955","Turkey",2023-10-29,"05:05:00","Pegasus Airlines",0,"Sunday","Ontime"
"Istanbul","PC 550","SAW","Ontime","41.0136","28.955","Turkey",2023-12-04,"02:35:00","Pegasus Airlines",0,"Monday","Ontime"
"Istanbul","PC 552","SAW","Departed","41.0136","28.955","Turkey",2023-10-19,"04:05:00","Pegasus Airlines",0,"Thursday","Ontime"
"Istanbul","3F 475","IST","Ontime","41.0136","28.955","Turkey",2023-11-19,"19:00:00","Fly One",1,"Sunday","Ontime"
"Istanbul","3F 476","IST","Delay","41.0136","28.955","Turkey",2023-11-26,"01:30:00","Fly One",1,"Sunday","Delay"
"Istanbul","3F 476","IST","Departed","41.0136","28.955","Turkey",2023-10-25,"11:30:00","Fly One",1,"Wednesday","Ontime"
"Istanbul","PC 550","SAW","Ontime","41.0136","28.955","Turkey",2023-11-25,"02:35:00","Pegasus Airlines",0,"Saturday","Ontime"
"Istanbul","PC 550","SAW","Ontime","41.0136","28.955","Turkey",2023-11-27,"02:35:00","Pegasus Airlines",0,"Monday","Ontime"
"Istanbul","PC 551","SAW","Ontime","41.0136","28.955","Turkey",2023-11-28,"05:25:00","Pegasus Airlines",0,"Tuesday","Ontime"
"Istanbul","3F 475","IST","Ontime","41.0136","28.955","Turkey",2023-10-30,"19:00:00","Fly One",1,"Monday","Ontime"
"Istanbul","PC 551","SAW","Ontime","41.0136","28.955","Turkey",2023-11-24,"04:15:00","Pegasus Airlines",0,"Friday","Ontime"
"Istanbul","JI 400","IST","Departed","41.0136","28.955","Turkey",2023-10-17,"19:05:00","Armenian Airlines",1,"Tuesday","Ontime"
"Istanbul","PC 551","SAW","Departed","41.0136","28.955","Turkey",2023-10-17,"06:35:00","Pegasus Airlines",0,"Tuesday","Ontime"
"Istanbul","JI 400","IST","Departed","41.0136","28.955","Turkey",2023-10-27,"17:15:00","Armenian Airlines",1,"Friday","Ontime"
"Istanbul","3F 476","IST","Ontime","41.0136","28.955","Turkey",2023-10-30,"01:30:00","Fly One",1,"Monday","Ontime"
"Istanbul","3F 476","IST","Departed","41.0136","28.955","Turkey",2023-11-12,"01:30:00","Fly One",1,"Sunday","Ontime"
"Istanbul","3F 475","IST","Departed","41.0136","28.955","Turkey",2023-11-16,"19:00:00","Fly One",1,"Thursday","Ontime"
"Istanbul","3F 475","IST","Departed","41.0136","28.955","Turkey",2023-10-25,"06:00:00","Fly One",1,"Wednesday","Ontime"
"Istanbul","PC 551","SAW","Departed","41.0136","28.955","Turkey",2023-10-31,"05:25:00","Pegasus Airlines",0,"Tuesday","Ontime"
"Istanbul","3F 476","IST","Departed","41.0136","28.955","Turkey",2023-11-19,"01:30:00","Fly One",1,"Sunday","Ontime"
"Istanbul","PC 550","SAW","Departed","41.0136","28.955","Turkey",2023-11-02,"02:35:00","Pegasus Airlines",0,"Thursday","Ontime"
"Istanbul","PC 551","SAW","Ontime","41.0136","28.955","Turkey",2023-12-01,"04:15:00","Pegasus Airlines",0,"Friday","Ontime"
"Istanbul","PC 552","SAW","Ontime","41.0136","28.955","Turkey",2023-10-18,"04:05:00","Pegasus Airlines",0,"Wednesday","Ontime"
"Istanbul","3F 476","IST","Departed","41.0136","28.955","Turkey",2023-12-03,"01:30:00","Fly One",1,"Sunday","Ontime"
"Istanbul","3F 476","IST","Departed","41.0136","28.955","Turkey",2023-10-23,"14:30:00","Fly One",1,"Monday","Ontime"
"Istanbul","PC 552","SAW","Ontime","41.0136","28.955","Turkey",2023-10-26,"04:05:00","Pegasus Airlines",0,"Thursday","Ontime"
"Istanbul","PC 551","SAW","Departed","41.0136","28.955","Turkey",2023-12-03,"05:05:00","Pegasus Airlines",0,"Sunday","Ontime"
"Istanbul","3F 476","IST","Ontime","41.0136","28.955","Turkey",2023-10-22,"02:30:00","Fly One",1,"Sunday","Ontime"
"Istanbul","PC 551","SAW","Ontime","41.0136","28.955","Turkey",2023-11-12,"05:05:00","Pegasus Airlines",0,"Sunday","Ontime"
"Istanbul","3F 476","IST","Ontime","41.0136","28.955","Turkey",2023-11-30,"01:30:00","Fly One",1,"Thursday","Ontime"
"Istanbul","PC 551","SAW","Ontime","41.0136","28.955","Turkey",2023-11-07,"05:25:00","Pegasus Airlines",0,"Tuesday","Ontime"
"Istanbul","3F 475","IST","Ontime","41.0136","28.955","Turkey",2023-10-23,"08:45:00","Fly One",1,"Monday","Ontime"
"Istanbul","PC 550","SAW","Departed","41.0136","28.955","Turkey",2023-10-16,"02:35:00","Pegasus Airlines",0,"Monday","Ontime"
"Istanbul","PC 551","SAW","Ontime","41.0136","28.955","Turkey",2023-10-27,"06:35:00","Pegasus Airlines",0,"Friday","Ontime"
"Istanbul","PC 550","SAW","Departed","41.0136","28.955","Turkey",2023-11-30,"02:35:00","Pegasus Airlines",0,"Thursday","Ontime"
"Istanbul","PC 550","SAW","Ontime","41.0136","28.955","Turkey",2023-11-11,"02:35:00","Pegasus Airlines",0,"Saturday","Ontime"
"Istanbul","3F 475","IST","Ontime","41.0136","28.955","Turkey",2023-11-23,"19:00:00","Fly One",1,"Thursday","Ontime"
"Istanbul","PC 551","SAW","Ontime","41.0136","28.955","Turkey",2023-11-19,"05:05:00","Pegasus Airlines",0,"Sunday","Ontime"
"Kaluga","A4 4010","KLF","Delay","54.5333","36.2667","Russia",2023-11-17,"10:40:00","Azimuth",0,"Friday","Delay"
"Kaluga","A4 4010","KLF","Delay","54.5333","36.2667","Russia",2023-11-03,"10:40:00","Azimuth",0,"Friday","Delay"
"Kaluga","A4 4009","KLF","Ontime","54.5333","36.2667","Russia",2023-11-03,"19:15:00","Azimuth",0,"Friday","Ontime"
"Kaluga","A4 4009","KLF","Ontime","54.5333","36.2667","Russia",2023-11-24,"19:15:00","Azimuth",0,"Friday","Ontime"
"Kaluga","A4 4009","KLF","Ontime","54.5333","36.2667","Russia",2023-11-17,"19:15:00","Azimuth",0,"Friday","Ontime"
"Kaluga","A4 709","KLF","Ontime","54.5333","36.2667","Russia",2023-10-27,"22:30:00","Azimuth",0,"Friday","Ontime"
"Kaluga","A4 710","KLF","Departed","54.5333","36.2667","Russia",2023-10-27,"14:00:00","Azimuth",0,"Friday","Ontime"
"Kaluga","A4 4009","KLF","Departed","54.5333","36.2667","Russia",2023-12-01,"19:15:00","Azimuth",0,"Friday","Ontime"
"Kaluga","A4 4010","KLF","Ontime","54.5333","36.2667","Russia",2023-11-24,"10:40:00","Azimuth",0,"Friday","Ontime"
"Kaluga","A4 4010","KLF","Ontime","54.5333","36.2667","Russia",2023-12-01,"10:40:00","Azimuth",0,"Friday","Ontime"
"Kaluga","A4 710","KLF","Departed","54.5333","36.2667","Russia",2023-10-20,"14:00:00","Azimuth",0,"Friday","Ontime"
"Kaluga","A4 709","KLF","Ontime","54.5333","36.2667","Russia",2023-10-20,"22:30:00","Azimuth",0,"Friday","Ontime"
"Kaluga","A4 4010","KLF","Delay","54.5333","36.2667","Russia",2023-11-10,"10:40:00","Azimuth",0,"Friday","Delay"
"Kaluga","A4 4009","KLF","Ontime","54.5333","36.2667","Russia",2023-11-10,"19:15:00","Azimuth",0,"Friday","Ontime"
"Kapan","NAI 1002","RA1","Ontime","39.2011","46.415","Armenia",2023-11-20,"13:45:00","Charter Flight",0,"Monday","Ontime"
"Kapan","NAI 1001","RA1","Departed","39.2011","46.415","Armenia",2023-10-20,"10:00:00","Charter Flight",0,"Friday","Ontime"
"Kapan","NAI 1002","RA1","Departed","39.2011","46.415","Armenia",2023-10-27,"13:00:00","Charter Flight",0,"Friday","Ontime"
"Kapan","NAI 1002","RA1","Ontime","39.2011","46.415","Armenia",2023-10-30,"12:20:00","Charter Flight",0,"Monday","Ontime"
"Kapan","NAI 1001","RA1","Ontime","39.2011","46.415","Armenia",2023-11-10,"11:00:00","Charter Flight",0,"Friday","Ontime"
"Kapan","NAI 1001","RA1","Cancelled","39.2011","46.415","Armenia",2023-10-30,"11:00:00","Charter Flight",0,"Monday","Cancelled"
"Kapan","NAI 1002","RA1","Ontime","39.2011","46.415","Armenia",2023-12-04,"13:00:00","Charter Flight",0,"Monday","Ontime"
"Kapan","NAI 1002","RA1","Ontime","39.2011","46.415","Armenia",2023-11-17,"13:45:00","Charter Flight",0,"Friday","Ontime"
"Kapan","NAI 1001","RA1","Ontime","39.2011","46.415","Armenia",2023-12-01,"14:00:00","Charter Flight",0,"Friday","Ontime"
"Kapan","NAI 1001","RA1","Ontime","39.2011","46.415","Armenia",2023-11-13,"11:00:00","Charter Flight",0,"Monday","Ontime"
"Kapan","NAI 1002","RA1","Departed","39.2011","46.415","Armenia",2023-11-10,"13:45:00","Charter Flight",0,"Friday","Ontime"
"Kapan","NAI 1001","RA1","Ontime","39.2011","46.415","Armenia",2023-11-03,"11:00:00","Charter Flight",0,"Friday","Ontime"
"Kapan","NAI 1002","RA1","Ontime","39.2011","46.415","Armenia",2023-12-01,"17:00:00","Charter Flight",0,"Friday","Ontime"
"Kapan","NAI 1001","RA1","Ontime","39.2011","46.415","Armenia",2023-10-23,"10:00:00","Charter Flight",0,"Monday","Ontime"
"Kapan","NAI 1001","RA1","Departed","39.2011","46.415","Armenia",2023-12-04,"10:00:00","Charter Flight",0,"Monday","Ontime"
"Kapan","NAI 1002","RA1","Cancelled","39.2011","46.415","Armenia",2023-11-13,"13:45:00","Charter Flight",0,"Monday","Cancelled"
"Kapan","NAI 1002","RA1","Ontime","39.2011","46.415","Armenia",2023-11-27,"13:45:00","Charter Flight",0,"Monday","Ontime"
"Kapan","NAI 1001","RA1","Departed","39.2011","46.415","Armenia",2023-10-18,"10:00:00","Charter Flight",0,"Wednesday","Ontime"
"Kapan","NAI 1001","RA1","Ontime","39.2011","46.415","Armenia",2023-10-27,"10:00:00","Charter Flight",0,"Friday","Ontime"
"Kapan","NAI 1001","RA1","Ontime","39.2011","46.415","Armenia",2023-11-06,"11:00:00","Charter Flight",0,"Monday","Ontime"
"Kapan","NAI 1001","RA1","Ontime","39.2011","46.415","Armenia",2023-11-17,"11:00:00","Charter Flight",0,"Friday","Ontime"
"Kapan","NAI 1001","RA1","Ontime","39.2011","46.415","Armenia",2023-11-20,"11:00:00","Charter Flight",0,"Monday","Ontime"
"Kapan","NAI 1002","RA1","Ontime","39.2011","46.415","Armenia",2023-10-20,"13:00:00","Charter Flight",0,"Friday","Ontime"
